"site","site_abbr","site_id","data_interval","timestamp","recnum","rain","snow_depth_mean","snow_depth_min","snow_depth_max","air_temp_avg","air_temp_min","air_temp_max","windspeed_avg","windspeed_max"
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-18 00:00:00",497,0,0.329,0,0.381,-9.62,-12.99,-6.578,0.506,2.238
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-19 00:00:00",498,0,0.367,0.343,0.393,-8.97,-12.1,-6.262,1.174,3.538
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-20 00:00:00",499,0,0.373,0.361,0.38,-7.077,-8.95,-3.165,0.716,3.425
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-21 00:00:00",500,0.254,0.358,0.349,0.372,-0.171,-3.205,2.421,1.857,5.375
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-22 00:00:00",501,4.064,0.335,0.317,0.35,0.281,-2.617,5.041,0.641,3.25
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-23 00:00:00",502,0.762,0.319,0.317,0.321,-1.079,-2.578,0.034,2.941,7.138
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-24 00:00:00",503,23.37,0.305,0.292,0.319,1.761,-0.687,5.731,2.366,7.038
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-25 00:00:00",504,0,0.314,0,1.61,-10,-14.75,-0.687,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-26 00:00:00",505,0,0.314,0.293,0.333,-15.12,-19.5,-9.35,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-27 00:00:00",506,1.016,0.314,0.307,0.32,-11.02,-19.15,-3.06,1.982,6.487
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-28 00:00:00",507,2.032,0.303,0.279,0.318,-0.753,-10.7,6.068,3.044,6.912
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-29 00:00:00",508,0.254,0.276,0.268,0.285,0.86,-2.809,5.179,1.079,5.237
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-30 00:00:00",509,0,0.27,0.266,0.273,-3.478,-6.45,0.221,1.441,3.913
"Ackerman Clearing","ackerman",1,"24 hour","2018-01-31 00:00:00",510,0,0.27,0.26,0.285,-8.85,-14.42,-3.065,1.299,4.325
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-01 00:00:00",511,0,0.273,0.263,0.301,-11.78,-18.84,-6.804,2.304,9.45
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-02 00:00:00",512,0.254,0.292,0,1.61,-2.792,-6.732,2.11,2.149,5.913
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-03 00:00:00",513,0,0.35,0,0.397,-15.63,-22.18,-4.695,1.376,4.837
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-04 00:00:00",514,0,0.313,0,0.371,-14.34,-22.74,-8.68,1.685,5.15
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-05 00:00:00",515,0,0.381,0.331,0.43,-5.168,-9.5,-3.085,3.735,7.213
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-06 00:00:00",516,0,0.426,0,1.61,-9.73,-14.4,-2.406,1.173,5.463
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-07 00:00:00",517,0,0.44,0.417,0.48,-9.96,-12.65,-5.525,1.038,4.363
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-08 00:00:00",518,0,0.469,0,1.502,-10.81,-15.34,-7.713,2.225,7.837
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-09 00:00:00",519,0,0.54,0,0.599,-11.28,-15.16,-5.878,0.942,4.538
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-10 00:00:00",520,0,0.541,0,0.6,-11.03,-14.69,-8.32,2.085,6.275
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-11 00:00:00",521,0,0.627,0,1.61,-3.115,-9.19,0.09,1.553,4.713
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-12 00:00:00",522,9.4,0.623,0.592,0.642,-1.107,-4.106,5.824,1.356,8.05
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-13 00:00:00",523,0.762,0.584,0.575,0.595,-6.018,-13.76,-0.071,1.596,4.225
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-14 00:00:00",524,2.286,0.572,0.565,0.578,-10.02,-17.06,-3.248,1.686,6.475
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-15 00:00:00",525,3.048,0.564,0.559,0.568,-2.916,-8.59,2.306,1.652,5
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-16 00:00:00",526,5.588,0.535,0,1.499,3.255,-2.917,8.79,1.289,5.875
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-17 00:00:00",527,0.254,0.481,0.469,0.49,-1.828,-11.91,4.564,1.18,4.75
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-18 00:00:00",528,0.508,0.481,0.474,0.495,-7.49,-15.41,-1.974,2.462,7.938
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-19 00:00:00",529,0.254,0.531,0.495,1.501,-3.959,-6.25,0.689,1.213,4.4
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-20 00:00:00",530,5.842,0.516,0.471,1.501,-0.822,-6.583,4.771,3.975,8.06
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-21 00:00:00",531,10.67,0.42,0.351,0.472,8.57,2.099,12.54,0.653,4
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-22 00:00:00",532,0.254,0.31,0,0.36,8.04,-2.327,18.44,1.385,6.225
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-23 00:00:00",533,0,0.283,0.281,0.285,-3.108,-6.013,-0.881,0.523,3.425
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-24 00:00:00",534,0.254,0.284,0.278,0.293,-3.039,-7.734,3.188,3.4,9.8
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-25 00:00:00",535,8.64,0.289,0.276,0.294,-0.12,-3.773,3.319,0.839,3.638
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-26 00:00:00",536,2.032,0.303,0.287,0.317,-1.325,-4.051,1.427,1.992,9.64
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-27 00:00:00",537,4.318,0.307,0.297,0.316,0.094,-3.298,5.686,1.305,4.563
"Ackerman Clearing","ackerman",1,"24 hour","2018-02-28 00:00:00",538,0,0.294,0.284,0.303,1.747,-5.91,9.02,1.166,5.325
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-01 00:00:00",539,0.254,0.27,0.236,0.293,6.417,1.858,12.12,1.606,6.013
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-02 00:00:00",540,0,0.226,0.211,0.241,1.53,-1.437,6.035,1.159,4.275
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-03 00:00:00",541,0,0.232,0,0.251,-3.296,-4.544,-1.437,1.534,4.95
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-04 00:00:00",542,2.794,0.235,0.213,0.251,-1.888,-3.693,1.878,1.402,4.825
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-05 00:00:00",543,0,0.246,0,0.32,-4.179,-5.945,-2.347,1.103,3.837
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-06 00:00:00",544,0,0.299,0,0.312,-4.844,-7.137,-2.481,0.745,2.6
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-07 00:00:00",545,4.572,0.257,0.222,0.292,-1.601,-5.469,4.013,2.046,6.625
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-08 00:00:00",546,0,0.263,0,0.312,-3.189,-3.945,-1.651,2.943,7.913
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-09 00:00:00",547,0,0.369,0,0.462,-4.205,-6.563,-1.758,0.863,3.263
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-10 00:00:00",548,0.254,0.442,0.415,0.463,-4.189,-7.362,1.36,0.948,4.1
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-11 00:00:00",549,0,0.442,0,0.473,-4.117,-5.247,-2.082,1.523,4.413
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-12 00:00:00",550,0,0.436,0.424,0.444,-4.547,-6.098,-1.994,1.012,3.837
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-13 00:00:00",551,0,0.419,0.401,0.428,-3.876,-7.029,-1.349,1.417,5.638
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-14 00:00:00",552,0,0.467,0,0.539,-3.78,-5.52,-1.602,0.839,4.962
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-15 00:00:00",553,0.254,0.607,0,0.731,-3.679,-5.419,-0.541,0.997,4.088
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-16 00:00:00",554,0.254,0.678,0,0.721,-4.514,-8.63,0.12,1.389,3.763
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-17 00:00:00",555,0,0.586,0,0.728,-8.19,-10.7,-4.685,1.837,4.525
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-18 00:00:00",556,0,0.634,0,1.61,-10.01,-18.64,-3.223,1.837,5.9
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-19 00:00:00",557,0,0.589,0.566,0.607,-12.99,-21.02,-3.584,1.074,5.35
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-20 00:00:00",558,0.254,0.565,0.547,0.581,-11.05,-19.59,-2.135,1.112,4.438
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-21 00:00:00",559,11.68,0.537,0.515,1.501,-6.633,-16.87,3.148,0.956,3.675
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-22 00:00:00",560,1.016,0.517,0.504,1.5,-3.957,-11.27,4.07,1.041,3.225
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-23 00:00:00",561,0,0.491,0.466,1.499,-2.284,-8.7,5.664,1.303,4.75
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-24 00:00:00",562,0,0.462,0.447,0.487,-1.957,-6.684,3.849,1.024,4.163
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-25 00:00:00",563,0,0.44,0.424,0.455,-4.241,-9.97,1.341,1.29,4.325
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-26 00:00:00",564,0,0.408,0.376,0.43,-2.863,-10.85,6.014,1.042,3.925
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-27 00:00:00",565,0,0.369,0.346,0.392,-0.703,-9.61,7.473,1.723,5.513
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-28 00:00:00",566,0,0.346,0.332,0.353,0.302,-6.016,4.171,4.536,8.9
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-29 00:00:00",567,0.508,0.337,0.311,0.351,2.689,-1.417,9.95,1.015,6.075
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-30 00:00:00",568,9.91,0.297,0.26,0.314,3.439,0.389,6.332,2.745,7.1
"Ackerman Clearing","ackerman",1,"24 hour","2018-03-31 00:00:00",569,7.366,0.243,0,0.275,1.628,-2.651,7.31,1.214,5.712
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-01 00:00:00",570,0,0.229,0.208,0.253,1.643,-5.629,7.714,1.966,8.61
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-02 00:00:00",571,2.794,0.207,0.202,0.214,-1.443,-6.734,6.052,1.85,8.56
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-03 00:00:00",572,0,0.193,0.174,0.21,-2.036,-7.102,4.037,0.874,5.237
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-04 00:00:00",573,0.254,0.179,0.168,0.19,-0.624,-3.981,3.626,2.988,7.213
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-05 00:00:00",574,19.81,0.173,0.136,0.197,-0.886,-9.87,4.408,3.569,8.75
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-06 00:00:00",575,1.27,0.157,0.143,0.185,-7.218,-12.09,-2.035,2.209,7.15
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-07 00:00:00",576,0,0.173,0,0.262,-4.642,-11.49,-0.102,2.185,7.675
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-08 00:00:00",577,3.048,0.213,0,1.61,-4.607,-8.95,-0.712,1.629,6.25
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-09 00:00:00",578,0.762,0.195,0.17,0.202,-6.606,-11.05,-0.745,0.703,3.513
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-10 00:00:00",579,1.524,0.164,0.137,0.208,-5.193,-13.98,1.627,0.813,3.725
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-11 00:00:00",580,0,0.149,0.135,0.16,-2.719,-6.978,3.14,0.706,5.15
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-12 00:00:00",581,0,0.147,0.128,0.157,-1.504,-8.43,3.282,1.284,6.525
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-13 00:00:00",582,12.95,0.128,0.104,0.159,2.1,-1.261,7.05,2.459,7.612
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-14 00:00:00",583,9.65,0.094,0.068,0.112,3.94,1.997,6.534,0.668,3.538
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-15 00:00:00",584,2.54,0.078,0.07,0.086,-1.982,-5.464,2.804,0.463,3.075
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-16 00:00:00",585,0,0.097,0.084,0.102,-4.162,-5.031,-3.367,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-17 00:00:00",586,11.18,0.103,0.096,0.107,-0.62,-3.866,2.05,1.103,9.89
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-18 00:00:00",587,2.54,0.1,0.093,0.109,-1.692,-3.857,-0.366,1.416,4.713
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-19 00:00:00",588,11.18,0.106,0.073,0.134,-0.79,-3.698,2.414,1.608,4.587
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-20 00:00:00",589,0.508,0.107,0,0.148,-1.411,-3.966,1.542,1.152,4.212
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-21 00:00:00",590,1.524,0.147,0,0.169,-2.335,-4.68,-0.006,1.489,4.325
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-22 00:00:00",591,0.762,0.106,0.06,0.145,1.701,-5.447,8.26,0.982,4.075
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-23 00:00:00",592,0,0.037,0,0.082,4.175,-2.346,11.47,0.793,3.988
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-24 00:00:00",593,0,0,0,0,7.431,-3.848,17.51,1.508,5.3
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-25 00:00:00",594,0,0,0,0,10.42,-0.278,18.6,2.411,6.475
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-26 00:00:00",595,22.35,0,0,0,7.346,4.687,9.02,3.018,6.825
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-27 00:00:00",596,2.032,0,0,0,4.869,3.072,7.726,0.851,5.275
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-28 00:00:00",597,1.27,0,0,0,4.878,0.129,8.51,1.931,5.05
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-29 00:00:00",598,1.524,0,0,0,6.558,2.692,12.96,1.25,4.55
"Ackerman Clearing","ackerman",1,"24 hour","2018-04-30 00:00:00",599,4.826,0.008,0,0.051,1.158,-0.269,4.924,0.303,2.575
"Ackerman Clearing","ackerman",1,"24 hour","2018-05-01 00:00:00",600,24.38,0.038,0,1.61,1.623,-0.181,5.028,0.323,2.638
"Ackerman Clearing","ackerman",1,"24 hour","2018-05-02 00:00:00",601,0,0.002,0,0.011,10.79,1.32,19.55,0.79,3.575
"Ackerman Clearing","ackerman",1,"24 hour","2018-05-03 00:00:00",602,0,0,0,0,19.24,13.22,27.03,1.937,7.3
"Ackerman Clearing","ackerman",1,"24 hour","2018-05-04 00:00:00",603,2.54,0,0,0,15.92,13.03,22.21,0.988,5.3
